0.0	0.0	0.0
0.00390625	-0.00138859	0.00260705
0.0117188	-0.00381944	0.0072562
0.0195312	-0.00593195	0.0113457
0.0273438	-0.00775186	0.0148883
0.0351562	-0.00930452	0.0179061
0.0429688	-0.0106157	0.0204303
0.0507812	-0.0117115	0.0224999
0.0585938	-0.0126186	0.0241604
0.0664062	-0.0133631	0.0254605
0.0742188	-0.0139706	0.0264501
0.0820312	-0.0144649	0.0271779
0.0898438	-0.014868	0.0276894
0.0976562	-0.0151997	0.0280256
0.105469	-0.015477	0.0282223
0.113281	-0.0157144	0.0283094
0.121094	-0.0159241	0.0283118
0.128906	-0.0161158	0.0282489
0.136719	-0.0162971	0.0281361
0.144531	-0.0164741	0.0279847
0.152344	-0.0166513	0.0278032
0.160156	-0.0168321	0.0275979
0.167969	-0.0170188	0.0273729
0.175781	-0.0172133	0.0271314
0.183594	-0.0174168	0.0268754
0.191406	-0.0176302	0.0266065
0.199219	-0.017854	0.0263256
0.207031	-0.0180888	0.0260335
0.214844	-0.0183347	0.0257307
0.222656	-0.0185922	0.0254176
0.230469	-0.0188612	0.0250946
0.238281	-0.019142	0.0247618
0.246094	-0.0194347	0.0244197
0.253906	-0.0197395	0.0240683
0.261719	-0.0200563	0.0237078
0.269531	-0.0203852	0.0233385
0.277344	-0.0207265	0.0229605
0.285156	-0.0210801	0.0225739
0.292969	-0.0214462	0.0221788
0.300781	-0.0218247	0.0217753
0.308594	-0.0222158	0.0213634
0.316406	-0.0226196	0.0209433
0.324219	-0.023036	0.0205149
0.332031	-0.0234651	0.0200783
0.339844	-0.0239069	0.0196334
0.347656	-0.0243615	0.0191802
0.355469	-0.0248289	0.0187185
0.363281	-0.0253089	0.0182484
0.371094	-0.0258017	0.0177696
0.378906	-0.0263071	0.0172821
0.386719	-0.026825	0.0167856
0.394531	-0.0273554	0.0162799
0.402344	-0.0278981	0.0157649
0.410156	-0.028453	0.0152401
0.417969	-0.0290199	0.0147053
0.425781	-0.0295985	0.0141602
0.433594	-0.0301887	0.0136044
0.441406	-0.03079	0.0130375
0.449219	-0.0314022	0.012459
0.457031	-0.0320249	0.0118685
0.464844	-0.0326577	0.0112654
0.472656	-0.0333001	0.0106492
0.480469	-0.0339515	0.0100193
0.488281	-0.0346115	0.00937509
0.496094	-0.0352793	0.00871583
0.503906	-0.0359542	0.00804086
0.511719	-0.0366356	0.00734941
0.519531	-0.0373227	0.00664071
0.527344	-0.0380144	0.00591394
0.535156	-0.0387101	0.00516825
0.542969	-0.0394085	0.00440276
0.550781	-0.0401088	0.00361655
0.558594	-0.0408097	0.00280869
0.566406	-0.0415102	0.00197825
0.574219	-0.0422091	0.00112426
0.582031	-0.0429051	0.000245755
0.589844	-0.0435969	-0.000658207
0.597656	-0.0442833	-0.00158856
0.605469	-0.0449628	-0.00254622
0.613281	-0.0456342	-0.00353202
0.621094	-0.0462962	-0.00454677
0.628906	-0.0469474	-0.00559118
0.636719	-0.0475866	-0.00666587
0.644531	-0.0482125	-0.0077713
0.652344	-0.0488239	-0.00890783
0.660156	-0.0494198	-0.0100756
0.667969	-0.0499991	-0.0112746
0.675781	-0.0505611	-0.0125044
0.683594	-0.0511049	-0.0137646
0.691406	-0.05163	-0.0150543
0.699219	-0.052136	-0.0163722
0.707031	-0.0526227	-0.0177169
0.714844	-0.0530901	-0.0190862
0.722656	-0.0535383	-0.0204778
0.730469	-0.0539678	-0.0218889
0.738281	-0.0543791	-0.023316
0.746094	-0.0547729	-0.0247553
0.753906	-0.0551501	-0.0262024
0.761719	-0.0555113	-0.0276525
0.769531	-0.0558571	-0.0291
0.777344	-0.0561874	-0.030539
0.785156	-0.0565009	-0.0319631
0.792969	-0.0567943	-0.033365
0.800781	-0.0570614	-0.0347371
0.808594	-0.0572906	-0.0360711
0.816406	-0.0574626	-0.0373581
0.824219	-0.0575466	-0.0385882
0.832031	-0.0574948	-0.0397506
0.839844	-0.0572354	-0.0408333
0.847656	-0.0566631	-0.0418229
0.855469	-0.0556272	-0.0427043
0.863281	-0.053917	-0.0434601
0.871094	-0.0512445	-0.0440703
0.878906	-0.047224	-0.044512
0.886719	-0.0413506	-0.0447585
0.894531	-0.0329762	-0.0447794
0.902344	-0.0212863	-0.0445398
0.910156	-0.00527584	-0.0440005
0.917969	0.0162739	-0.0431176
0.925781	0.0448161	-0.041843
0.933594	0.0820558	-0.0401246
0.941406	0.129954	-0.0379075
0.949219	0.1907	-0.0351351
0.957031	0.266615	-0.0317503
0.964844	0.359921	-0.0276982
0.972656	0.472306	-0.0229282
0.980469	0.604222	-0.0173979
0.988281	0.753937	-0.011077
0.996094	0.916556	-0.00395407
1.0	1.0	0.0
