TITLE = "Solution Data"
variables="x(m)""y(m)""p(N/m^2)""u(m/s)""v(m/s)""T(K)""Hx(-)""Hy(-)""massbal(kg/s)"
zone T="n=501"
I= 129 J= 129
DATAPACKING=POINT
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.812500e-03 0.000000e+00 -6.603696e-07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.562500e-02 0.000000e+00 -2.882453e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
2.343750e-02 0.000000e+00 -6.500256e-06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.125000e-02 0.000000e+00 -1.075133e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.906250e-02 0.000000e+00 -1.501965e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.687500e-02 0.000000e+00 -1.886669e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.468750e-02 0.000000e+00 -2.199847e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.250000e-02 0.000000e+00 -2.422739e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.031250e-02 0.000000e+00 -2.544127e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.812500e-02 0.000000e+00 -2.558024e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.593750e-02 0.000000e+00 -2.461973e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
